"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"565","@standupcikalong gak ditilang, hanya didenda pajaknya saat perpanjang berikutnya,",FALSE,1,"standupcikalong",2015-03-26 01:53:38,FALSE,"580910263576100864","580910447601147904","2937879830","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"566","Kematian saat naik pesawat sebelum penumpang ngambil bagasi&amp;atau keluar tinggalkan bandara,adalah tanggung jawab maskapai wajib dpt asuransi",FALSE,10,NA,2015-03-26 01:52:51,FALSE,NA,"580910251462918144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",15,FALSE,FALSE,NA,NA
"567","Jangan mimpi bumi ini damai dan makmur jika penguasanya tidak membumi &amp; rela mati buat rakyatnya,, bukan matiin rakyatnya,",FALSE,24,NA,2015-03-26 01:50:16,FALSE,NA,"580909602801205248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",46,FALSE,FALSE,NA,NA
"568","RT @evant_raditya91: baca twitan sampean itu @farhatabbaslaw trkdng sprti orng demam,kdng panas kdng adem kadang emosi kdng jga snym2 sndri…",FALSE,0,NA,2015-03-26 01:49:00,FALSE,NA,"580909281605611521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,TRUE,FALSE,NA,NA
"569","Orang yg sombong akan hancur dalam kesombongan.",FALSE,14,NA,2015-03-26 01:40:22,FALSE,NA,"580907110482911232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",40,FALSE,FALSE,NA,NA
"570","RT @indtravel: Nias, Mentawai, Uluwatu are world class breaks that can be surfed all year round! #WonderfulIndonesia https://t.co/ypQfiOMmPR",FALSE,0,NA,2015-03-26 01:33:02,FALSE,NA,"580905266587115520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",36,TRUE,FALSE,NA,NA
"571","@RohitRohitians pidanakan dan laporkan ke propam polri.",FALSE,1,"RohitRohitians",2015-03-26 01:30:10,FALSE,"580892278815772673","580904543233253376","2940689948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"572","RT @jams_ahmad: @Romahurmuziy ajah :) ""@farhatabbaslaw Ada yg berminat ? Membuka peluang bagi kader muda PPP isi wakil bupati bogor. http:/…",FALSE,0,NA,2015-03-25 13:28:30,FALSE,NA,"580722930348331008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"573","RT @ballambinlove: Maju Sobat @farhatabbaslaw datangi dgn jiwa dan wajah yg jernih",FALSE,0,NA,2015-03-25 13:27:57,FALSE,NA,"580722793156882432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"574","RT @askagyaa: @farhatabbaslaw tolonglah nenek ini..kami percaya anda bisa bang...",FALSE,0,NA,2015-03-25 13:25:23,FALSE,NA,"580722144096681984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"575","Ada yg berminat ? Membuka peluang bagi kader muda PPP isi wakil bupati bogor. http://t.co/pRdJ3U8MpQ",FALSE,8,NA,2015-03-25 13:18:02,FALSE,NA,"580720295675355136",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"576","http://t.co/64E2me4h97",FALSE,4,NA,2015-03-25 13:14:02,FALSE,NA,"580719289814138880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"577","Bupati Bogor Keberatan Larangan Rapat di Hotel http://t.co/CF0rqI5nMv",FALSE,4,NA,2015-03-25 13:04:39,FALSE,NA,"580716928769093632",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",3,FALSE,FALSE,NA,NA
"578","http://t.co/CF0rqI5nMv",FALSE,0,NA,2015-03-25 13:04:03,FALSE,NA,"580716777795141632",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"579","RT @david_aditiya: @farhatabbaslaw Saya dulu tiap bulan ortu di panggil gara2 mbolos. Tapi janji insya alah gak KKN",FALSE,0,NA,2015-03-25 12:26:10,FALSE,NA,"580707243030650880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"580","@abdul_wAhyu22 tks,, salam #AKUINDONESIA",FALSE,3,"abdul_wAhyu22",2015-03-25 12:26:02,FALSE,"580706208828534784","580707209031614464","335936629","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"581","Gue mendukung anak2 ini bolos sekolah, yg penting jgn kkn, namanya juga langka &amp; sehari. https://t.co/2B59qS3aQy",FALSE,2,NA,2015-03-25 12:13:55,FALSE,NA,"580704158581407745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,FALSE,FALSE,NA,NA
"582","RT @tvindostreaming: @farhatabbaslaw Nonton tv Online Gratis bisa diputar HP ada SCTV TRANS tvOne RCTI BEIN sports &amp; lainnya di: http://t.c…",FALSE,0,NA,2015-03-25 12:00:45,FALSE,NA,"580700847002222592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"583","Jika Yani libels meninggal diatas pesawat atau saat turun dari pesawat, maskapai penerbangan tsb wajib bayar asuransi senilai korban airasia",FALSE,12,NA,2015-03-25 11:59:21,FALSE,NA,"580700493837668352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,FALSE,FALSE,NA,NA
"584","RT @lucaschristina: @farhatabbaslaw Bang Yani was pembimbing Vocal Group kami sewaktu di SMA. Rest in Peace.",FALSE,0,NA,2015-03-25 11:02:37,FALSE,NA,"580686218737946624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"585","RT @ikhwan_1933: Bagi orang yang cerdas dan memakai logika beberapa kata2 @farhatabbaslaw itu sebenarnya bagus,coba aja baca tweet farhat a…",FALSE,0,NA,2015-03-25 10:56:06,FALSE,NA,"580684578458849281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,TRUE,FALSE,NA,NA
"586","RT @gede_pesek: Direct Messages @imanset74602606: @farhatabbaslaw DM ap ya bang...",FALSE,0,NA,2015-03-25 10:49:49,FALSE,NA,"580682996711292928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"587","RT @waehyu76: @farhatabbaslaw smoga mas bisa jd pemimpin yg baik ke dpn nya",FALSE,0,NA,2015-03-25 09:48:11,FALSE,NA,"580667484090589184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"588","RT @waehyu76: @farhatabbaslaw saya ingin sekali ketemu mas farhat lihat secara langsung,sy ngefans berat mas,sy suka lihat mas berbicara lu…",FALSE,0,NA,2015-03-25 09:48:05,FALSE,NA,"580667462275956736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"589","@imanset74602606 DM",FALSE,1,"imanset74602606",2015-03-25 07:48:34,FALSE,"580637054578626560","580637384838090752","2992161377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"590","@imanset74602606 hub arnol +62 812 81162678",FALSE,4,"imanset74602606",2015-03-25 07:44:19,FALSE,"580635629605818368","580636314787274752","2992161377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"591","@imanset74602606 cerai atau gono gini?",FALSE,0,"imanset74602606",2015-03-25 07:43:26,FALSE,"580635629605818368","580636090324938753","2992161377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"592","@imanset74602606 mengenai apa",FALSE,2,"imanset74602606",2015-03-25 07:19:11,FALSE,"580629731860750336","580629988535332864","2992161377","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"593","RIP YANI LIBEL'S,, SEMOGA KELUARGA TABAH &amp; TEGAR,, ARTIS BAIK &amp; RAMAH SELALU DIKENANG,, HIDUP &amp; MATINYA,, AMIN",FALSE,19,NA,2015-03-25 06:29:56,FALSE,NA,"580617594425774081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",16,FALSE,FALSE,NA,NA
"594","RT @detikcom: #BreakingNews Yanni 'Trio Libels' Meninggal Dunia  http://t.co/lntps7UPZf via @detikHot",FALSE,0,NA,2015-03-25 06:28:14,FALSE,NA,"580617167495921665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",87,TRUE,FALSE,NA,NA
"595","@FernandaRaihan @putu_mr bukan gue yg tulis",FALSE,1,"FernandaRaihan",2015-03-25 03:25:05,FALSE,"580570937067704320","580571074666086400","398560991","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",0,FALSE,FALSE,NA,NA
"596","Menjemur &amp; membakar kopi sama kualitas &amp; harumnya.",FALSE,7,NA,2015-03-25 03:08:18,FALSE,NA,"580566849911390209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,FALSE,FALSE,NA,NA
"597","Begal tak lahir dari narkoba,, begal dampak kkn.",FALSE,8,NA,2015-03-25 03:07:36,FALSE,NA,"580566674572726274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",24,FALSE,FALSE,NA,NA
"598","Begal manusia juga.",FALSE,4,NA,2015-03-25 03:06:52,FALSE,NA,"580566490434408448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"599","@farhatabbaslaw gile ! Manusia yg gak takut Tuhan",FALSE,4,"farhatabbaslaw",2015-03-25 03:06:28,FALSE,"580561754897403905","580566390396096512","257510540","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,FALSE,FALSE,NA,NA
"600","RT @TphanKobain: @farhatabbaslaw : di menit 1 : 00 ""mau lapor ke Tuhan pun saya hadapi""
wow itu pernyataan menantang Tuhan atau bagaimana .…",FALSE,0,NA,2015-03-25 03:05:48,FALSE,NA,"580566220669362176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",5,TRUE,FALSE,NA,NA
"601","Kabur lewat pintu belakang begitupun modus kkn nya.",FALSE,6,NA,2015-03-25 03:04:56,FALSE,NA,"580566002565586944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"602","Budaya begal adalah kecemburuan sosial, akibat kkn yg merajalela disegala sendi kehidupan masyarakat.",FALSE,7,NA,2015-03-25 03:03:48,FALSE,NA,"580565718120402944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",22,FALSE,FALSE,NA,NA
"603","Perseteruan Farhat Abbas dengan Henry Yosodiningrat Kian Memanas - Obsesi 23 Maret 2015 ( celoteh anggota DPR-RI ) http://t.co/1T1tSSkL4f",FALSE,12,NA,2015-03-25 02:48:03,FALSE,NA,"580561754897403905",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",7,FALSE,FALSE,NA,NA
"604","Begal itu mengingatkan penguasa agar jgn matiin massal terpidana mati yg sudah bertobat &amp; dibina bertahun-tahun lamanya.",FALSE,7,NA,2015-03-25 01:38:07,FALSE,NA,"580544156172451841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",12,FALSE,FALSE,NA,NA
"605","RT @ananq_ma: ""@farhatabbaslaw: Bupati Purwakarta @DediMulyadi71 pinter,ramah,sederhana,gubnur JawaBarat berikutnya,prestasi.. Lawannya @ri…",FALSE,0,NA,2015-03-25 01:25:54,FALSE,NA,"580541080954908673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"606","Begal itu budaya manusia yg kecewa terhadap budaya KKN.",FALSE,9,NA,2015-03-25 01:19:49,FALSE,NA,"580539550981836803",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",22,FALSE,FALSE,NA,NA
"607","RT @putu_mr: @farhatabbaslaw bang tolong bela terus terpidana mati jgn sampai di eksekusi. Kalau di hidupnya mrk salah maka hukumlah disaat…",FALSE,0,NA,2015-03-25 01:11:04,FALSE,NA,"580537346904469507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",3,TRUE,FALSE,NA,NA
"608","RT @Safira_Zalianty: Lu lu lu lu smua yg lgi pada galau,Bca tweetnya bang @farhatabbaslaw di jamin beban lu ilang semua deh :D",FALSE,0,NA,2015-03-25 00:43:16,FALSE,NA,"580530352948686848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",6,TRUE,FALSE,NA,NA
"609","RT @david_aditiya: @farhatabbaslaw membaca isi twit bung @farhatabbaslaw sama hal nya membaca koran. Semua ada
Mending beli pulsa buat pake…",FALSE,0,NA,2015-03-25 00:36:42,FALSE,NA,"580528699356917762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",5,TRUE,FALSE,NA,NA
"610","Hak angket dprd dki terhadap gubernur dki, berpeluang menjatuhkan/memberhentikan gubernur, termasuk &amp; alasan gagal etika.",FALSE,6,NA,2015-03-25 00:05:54,FALSE,NA,"580520947893026816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"611","RT @jatmiko720: Sama kali ini!!""@farhatabbaslaw: Gue mau taruhan, H lulung pasti benar &amp; menang lawan gubernurnya.""",FALSE,0,NA,2015-03-24 23:56:51,FALSE,NA,"580518670994149378",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",5,TRUE,FALSE,NA,NA
"612","RT @PejuangFaqir: Tetangga sy ex direktr perhutani, dirmhnya banyak kayu2 berkwalitas tinggi entah beli atau menjarah? @farhatabbaslaw  htt…",FALSE,0,NA,2015-03-24 23:56:32,FALSE,NA,"580518592258699265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,TRUE,FALSE,NA,NA
"613","@TetiFatimah2000 gubernurnya turun",FALSE,3,"TetiFatimah2000",2015-03-24 23:55:57,FALSE,"580513457822412800","580518447089627136","2493307590","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"614","Siapa yg suka membegok2in manusia akan sebaliknya.",FALSE,3,NA,2015-03-24 23:32:44,FALSE,NA,"580512604247994368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"615","Gue mau taruhan, H lulung pasti benar &amp; menang lawan gubernurnya.",FALSE,8,NA,2015-03-24 23:28:49,FALSE,NA,"580511617793859584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",14,FALSE,FALSE,NA,NA
"616","Perkenalkan: H Nurhayanti bupati kab bogor,baru dilantik menggantikan rakhmat yasin yg ditangkap kpk, usia 59 th http://t.co/5NBDAu3eT0",FALSE,5,NA,2015-03-24 23:27:53,FALSE,NA,"580511380329091074",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",9,FALSE,FALSE,NA,NA
"617","Jika senyum mereka lepas gak ditahan2, jadi apa aja bisa nih 2 tokoh ini. #berjuang3X http://t.co/IMTok9MPtR",FALSE,12,NA,2015-03-24 23:21:30,FALSE,NA,"580509775613599745",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",5,FALSE,FALSE,NA,NA
"618","Perkenalkan: H Nurhayanti bupati kab bogor,baru dilantik menggantikan rakhmat yasin yg ditangkap kpk, usia 59 tahun http://t.co/jJ5WV8jMKk",FALSE,9,NA,2015-03-24 23:19:32,FALSE,NA,"580509281662943232",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",3,FALSE,FALSE,NA,NA
"619","Ini kang aher,calon presiden RI juga, prestasinya membangun jabar 24 jam sehari selama menjadi gubernur. http://t.co/7spAtaKRWU",FALSE,17,NA,2015-03-24 23:17:40,FALSE,NA,"580508810747502592",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",25,FALSE,FALSE,NA,NA
"620","Ini nenek yg dipenjara yg dituduh mencuri kayu perhutani, hanya Tuhan &amp; polisi yg tahu isi hati nenek ini. http://t.co/Tyzzb15qL3",FALSE,36,NA,2015-03-24 23:16:01,FALSE,NA,"580508393749741568",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",54,FALSE,FALSE,NA,NA
"621","Bupati Purwakarta @DediMulyadi71 pinter,ramah,sederhana,gubnur JawaBarat berikutnya,prestasi:  menduniakan purwakarta http://t.co/qfZStZMQe0",FALSE,30,NA,2015-03-24 23:14:25,FALSE,NA,"580507993457950721",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",48,FALSE,FALSE,NA,NA
"622","Saya perkenalkan H. lulung,gubernur DKI berikutnya, #hajilulungrajajakarta #hajilulungrajaindonesia http://t.co/xDLmHqC2V3",FALSE,17,NA,2015-03-24 23:10:22,FALSE,NA,"580506972723802112",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",13,FALSE,FALSE,NA,NA
"623","RT @dickydedox: @farhatabbaslaw calon presiden yang merakyat dan gak malu malu",FALSE,0,NA,2015-03-24 13:53:29,FALSE,NA,"580366829312323585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"624","@melodyJKT48 HBD,,,) #jkt48akuindonesia",FALSE,9,"melodyJKT48",2015-03-24 13:24:30,FALSE,NA,"580359537586110464","432695836","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",16,FALSE,FALSE,NA,NA
"625","Jadi jgn selalu berpikir kecil mengecilkan manusia",FALSE,6,NA,2015-03-24 12:58:28,FALSE,NA,"580352985147912192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",13,FALSE,FALSE,NA,NA
"626","Ingat pepatah, besar diantara yg kecil, kecil diantara yg besar.",FALSE,4,NA,2015-03-24 12:57:53,FALSE,NA,"580352839202971648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"627","Kalo mau menghormati orang tak perlu lihat lihat siapa yg mau dihormati, kalo mau gak menghormati orang, lihat-lihat dululah siapa orangnya.",FALSE,10,NA,2015-03-24 12:57:33,FALSE,NA,"580352754347986944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",15,FALSE,FALSE,NA,NA
"628","@kikareky sikat! Hajar",FALSE,3,"kikareky",2015-03-24 12:26:32,FALSE,"580344238551871488","580344949184462848","333345487","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"629","Rakyat Bogor &amp; Indonesia harus tahu &amp; mengenal bupati bogor yg baru ibu Haryanti. #akuindonesia http://t.co/N3pbZOXET2",FALSE,8,NA,2015-03-24 12:19:40,FALSE,NA,"580343218954342400",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",5,FALSE,FALSE,NA,NA
"630","Sekali menghina orang seumur hidup jadi terhina.",FALSE,4,NA,2015-03-24 12:16:54,FALSE,NA,"580342522762809344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",23,FALSE,FALSE,NA,NA
"631","Sendal aja masih dijaga/disayang saat masuk rumah,, apalagi tamunya.",FALSE,2,NA,2015-03-24 12:14:35,FALSE,NA,"580341941864300546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",5,FALSE,FALSE,NA,NA
"632","Rumput saja diinjak, alam semesta bisa bergetar, apalagi manusia2 terhormat &amp; manusia yg pandai menghormati sesama.",FALSE,6,NA,2015-03-24 12:03:26,FALSE,NA,"580339136474693632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,FALSE,FALSE,NA,NA
"633","Jangan pernah bikin sakit hati manusia hanya karena waktu &amp; kekuasaan,,",FALSE,7,NA,2015-03-24 12:01:42,FALSE,NA,"580338697469476864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",14,FALSE,FALSE,NA,NA
"634","RT @corby_deny: Klo memang bisa om @farhatabbaslaw jadi pemimpin tunjukan n buktikan.. pemimpin sejati nga cuma omongan tapi juga tindakan …",FALSE,0,NA,2015-03-24 09:41:18,FALSE,NA,"580303363700432896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"635","RT @hwa_rsj: Tunjukin kalo memang mampu mnjadi presiden tuan besar @farhatabbaslaw, jgn cuma omong doank, tunjukin k kaum gembel spt kami, …",FALSE,0,NA,2015-03-24 08:51:22,FALSE,NA,"580290798236758017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,TRUE,FALSE,NA,NA
"636","RT @ZodiakLahir: Pisces: suka mengkritik, setia, mempunyai rasa cemburu yang sangat tinggi.",FALSE,0,NA,2015-03-24 08:24:05,FALSE,NA,"580283933079654400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",19,TRUE,FALSE,NA,NA
"637","RT @ZodiakLahir: Libra: suka bergurau, haus akan pujian, sangat cemburu, cepat kena penyakit, mudah marah, semangat juang tinggi.",FALSE,0,NA,2015-03-24 08:23:58,FALSE,NA,"580283901823700992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",12,TRUE,FALSE,NA,NA
"638","RT @ZodiakLahir: Cancer: mudah terluka, lemah dari segi kesehatan perut, suka mengenang masa lalu, berjiwa sentimental.",FALSE,0,NA,2015-03-24 08:23:52,FALSE,NA,"580283879472263168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",23,TRUE,FALSE,NA,NA
"639","RT @ZodiakLahir: Capricorn: cepat marah, suka bergurau, pandai melawak, sangat setia, suka dipuji, sangat jujur, kurang sabar.",FALSE,0,NA,2015-03-24 08:23:45,FALSE,NA,"580283847633297408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",26,TRUE,FALSE,NA,NA
"640","RT @ZodiakLahir: Sagitarius: bercita2 tinggi, romantis, banyak ide, susah untuk dimengerti, lebih suka dirumah.",FALSE,0,NA,2015-03-24 08:23:40,FALSE,NA,"580283830268882944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",20,TRUE,FALSE,NA,NA
"641","RT @david_aditiya: @farhatabbaslaw andaikan benar2 @farhatabbaslaw jadi presiden RI pasti unik, rakyat bisa berinteraksi lewat sosmed. Gak …",FALSE,0,NA,2015-03-24 06:53:48,FALSE,NA,"580261213973573633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"642","RT @Rosyiana_Lim: @farhatabbaslaw Jika farhat abbas jadi presiden apakah anda setuju atau tidak? Mengapa? Jelaskan alasannya? Terima kasih.",FALSE,0,NA,2015-03-24 06:14:45,FALSE,NA,"580251387012907008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
"643","@LSMINFASI ada yg disegani &amp; dihormati, rt/rw polisi hati warga agar lebih hati-hati",FALSE,0,"LSMINFASI",2015-03-24 05:55:51,FALSE,"580246359350996992","580246630110076928","1926390084","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"644","RT @alfa_nilam: Itu org2 yg pada ngedukung om @farhatabbaslaw utk menjadi RI-1 tulus dari hati apa kagak sih??",FALSE,0,NA,2015-03-24 05:51:39,FALSE,NA,"580245570331111424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,TRUE,FALSE,NA,NA
"645","Kalo amin amin harus aman aman.",FALSE,4,NA,2015-03-24 05:51:06,FALSE,NA,"580245432753725440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",8,FALSE,FALSE,NA,NA
"646","RT @KerjaYok: Kenapa @farhatabbaslaw cocok jadi presiden RI cuma 1. Karena dia ga ada takutnya mengutarakan kebenaran",FALSE,0,NA,2015-03-24 02:43:06,FALSE,NA,"580198119981240320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,TRUE,FALSE,NA,NA
